"";"V1"
"833";-1,18379547049395
"834";-1,18379547049395
"835";-1,18379547049395
"836";-1,18379547049395
"837";-1,18379547049395
"838";-0,261067895376249
"839";-0,261067895376249
"840";-0,261067895376249
"841";-0,261067895376249
"842";-1,18379547049395
"843";-0,261067895376249
"844";-1,18379547049395
"845";-0,261067895376249
"846";-1,18379547049395
"847";-1,18379547049395
"848";-1,18379547049395
"849";-1,18379547049395
"850";-1,18379547049395
"851";-0,261067895376249
"852";-1,18379547049395
"853";-1,18379547049395
"854";-1,18379547049395
"855";-1,18379547049395
"856";-1,18379547049395
"857";-1,18379547049395
"858";-0,261067895376249
"859";-1,18379547049395
"860";-1,18379547049395
"861";-0,261067895376249
"862";0,661659679741456
"863";0,661659679741456
"864";0,661659679741456
"865";0,661659679741456
"866";-0,261067895376249
"867";0,661659679741456
"868";0,661659679741456
"869";-0,261067895376249
"870";0,661659679741456
"871";0,661659679741456
"872";0,661659679741456
"873";-0,261067895376249
"874";-0,261067895376249
"875";0,661659679741456
"876";0,661659679741456
"877";0,661659679741456
"878";0,661659679741456
"879";0,661659679741456
"880";-0,261067895376249
"881";0,661659679741456
"882";NA
"883";0,661659679741456
"884";-0,261067895376249
"885";0,661659679741456
"886";0,661659679741456
"887";-0,261067895376249
"888";NA
"889";0,661659679741456
"890";-0,261067895376249
"891";0,661659679741456
"892";-1,18379547049395
"893";-0,261067895376249
"894";-1,18379547049395
"895";1,58438725485916
"896";0,661659679741456
"897";-1,18379547049395
"898";-1,18379547049395
"899";-0,261067895376249
"900";0,661659679741456
"901";-1,18379547049395
"902";1,58438725485916
"903";1,58438725485916
"904";1,58438725485916
"905";-0,261067895376249
"906";1,58438725485916
"907";1,58438725485916
"908";1,58438725485916
"909";1,58438725485916
"910";0,661659679741456
"911";-1,18379547049395
"912";-0,261067895376249
"913";0,661659679741456
"914";1,58438725485916
"915";-1,18379547049395
"916";1,58438725485916
"917";0,661659679741456
"918";1,58438725485916
"919";0,661659679741456
"920";1,58438725485916
"921";0,661659679741456
"922";-1,18379547049395
"923";1,58438725485916
"924";-1,18379547049395
"925";-0,261067895376249
"926";-0,261067895376249
"927";0,661659679741456
"928";-1,18379547049395
"929";-1,18379547049395
"930";-1,18379547049395
"931";0,661659679741456
"932";1,58438725485916
"933";1,58438725485916
"934";-0,261067895376249
"935";-1,18379547049395
"936";1,58438725485916
"937";0,661659679741456
"938";-1,18379547049395
"939";0,661659679741456
"940";1,58438725485916
"941";-0,261067895376249
"942";-1,18379547049395
"943";1,58438725485916
"944";0,661659679741456
"945";0,661659679741456
"946";-0,261067895376249
"947";-0,261067895376249
"948";-1,18379547049395
"949";-1,18379547049395
"950";1,58438725485916
"951";0,661659679741456
"952";1,58438725485916
"953";-1,18379547049395
"954";1,58438725485916
"955";-0,261067895376249
"956";1,58438725485916
"957";0,661659679741456
"958";0,661659679741456
